0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.9527913184114535,0.5155493701182113,-0.8751583288339728,-1.0823168419329998,-1.872726532419315,-0.25345978884334,1.2995302772486583,0.546430936118361,-0.6322601231152842,-0.6018279696906489,-0.7481316249136468,-0.3758281834918645,-0.17614270630171874,-1.5007806973242424
-0.9527913184114535,0.5155493701182113,-0.8751583288339728,-1.0823168419329998,-1.872726532419315,-0.25345978884334,1.2995302772486583,0.546430936118361,-0.6322601231152842,-0.6018279696906489,-0.7481316249136468,-0.3758281834918645,-0.17614270630171874,-1.012484264263791
-0.9527913184114535,0.5155493701182113,-0.8751583288339728,-1.0823168419329998,-1.872726532419315,-0.25345978884334,1.2995302772486583,0.546430936118361,-0.6322601231152842,-0.6018279696906489,-0.7481316249136468,-0.3758281834918645,-0.17614270630171874,-0.34358504089330966
-0.9527913184114535,0.5155493701182113,-0.8751583288339728,-1.0823168419329998,-1.872726532419315,-0.25345978884334,1.2995302772486583,0.546430936118361,-0.6322601231152842,-0.6018279696906489,-0.7481316249136468,-0.3758281834918645,-0.17614270630171874,0.32531418247717164
-0.9527913184114535,0.5155493701182113,-0.8751583288339728,-1.0823168419329998,-1.872726532419315,-0.25345978884334,1.2995302772486583,0.546430936118361,-0.6322601231152842,-0.6018279696906489,-0.7481316249136468,-0.3758281834918645,-0.17614270630171874,0.9942134058476529
-0.9527913184114535,0.5155493701182113,-0.8751583288339728,-1.0823168419329998,-1.872726532419315,-0.25345978884334,1.2995302772486583,0.546430936118361,-0.6322601231152842,-0.6018279696906489,-0.7481316249136468,-0.3758281834918645,-0.17614270630171874,1.3286630175328935
-1.4595910510858812,0.6274676253398535,-0.9624787687576645,-1.6259922788109715,-1.3885746102139624,-0.45857369399656195,1.3218798657963822,0.44356102168280465,-0.09669860706469052,-0.6018279696906489,-0.5981929276449408,0.2106034093251621,-0.17614270630171874,-1.5007806973242424
-1.4595910510858812,0.6274676253398535,-0.9624787687576645,-1.6259922788109715,-1.3885746102139624,-0.45857369399656195,1.3218798657963822,0.44356102168280465,-0.09669860706469052,-0.6018279696906489,-0.5981929276449408,0.2106034093251621,-0.17614270630171874,-1.012484264263791
-1.4595910510858812,0.6274676253398535,-0.9624787687576645,-1.6259922788109715,-1.3885746102139624,-0.45857369399656195,1.3218798657963822,0.44356102168280465,-0.09669860706469052,-0.6018279696906489,-0.5981929276449408,0.2106034093251621,-0.17614270630171874,-0.34358504089330966
-1.4595910510858812,0.6274676253398535,-0.9624787687576645,-1.6259922788109715,-1.3885746102139624,-0.45857369399656195,1.3218798657963822,0.44356102168280465,-0.09669860706469052,-0.6018279696906489,-0.5981929276449408,0.2106034093251621,-0.17614270630171874,0.32531418247717164
