0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.11999999999999998,0.36,0.52,0.008999999999999996,0.0030000000000000144,0.089,0.97,0.61,0.039999999999999994,2.05596856412066e-18,0.002999999999999994,0.006599999999999996,1.439177994884462e-17,27.0
0.11999999999999998,0.36,0.52,0.008999999999999996,0.0030000000000000144,0.089,0.97,0.61,0.039999999999999994,2.05596856412066e-18,0.002999999999999994,0.006599999999999996,1.439177994884462e-17,100.0
0.11999999999999998,0.36,0.52,0.008999999999999996,0.0030000000000000144,0.089,0.97,0.61,0.039999999999999994,2.05596856412066e-18,0.002999999999999994,0.006599999999999996,1.439177994884462e-17,200.0
0.11999999999999998,0.36,0.52,0.008999999999999996,0.0030000000000000144,0.089,0.97,0.61,0.039999999999999994,2.05596856412066e-18,0.002999999999999994,0.006599999999999996,1.439177994884462e-17,300.0
0.11999999999999998,0.36,0.52,0.008999999999999996,0.0030000000000000144,0.089,0.97,0.61,0.039999999999999994,2.05596856412066e-18,0.002999999999999994,0.006599999999999996,1.439177994884462e-17,400.0
0.11999999999999998,0.36,0.52,0.008999999999999996,0.0030000000000000144,0.089,0.97,0.61,0.039999999999999994,2.05596856412066e-18,0.002999999999999994,0.006599999999999996,1.439177994884462e-17,450.0
0.08999999999999998,0.37,0.48999999999999994,0.005999999999999996,0.005000000000000015,0.055,0.98,0.57,0.07,2.05596856412066e-18,0.004999999999999994,0.007999999999999997,1.439177994884462e-17,27.0
0.08999999999999998,0.37,0.48999999999999994,0.005999999999999996,0.005000000000000015,0.055,0.98,0.57,0.07,2.05596856412066e-18,0.004999999999999994,0.007999999999999997,1.439177994884462e-17,100.0
0.08999999999999998,0.37,0.48999999999999994,0.005999999999999996,0.005000000000000015,0.055,0.98,0.57,0.07,2.05596856412066e-18,0.004999999999999994,0.007999999999999997,1.439177994884462e-17,200.0
0.08999999999999998,0.37,0.48999999999999994,0.005999999999999996,0.005000000000000015,0.055,0.98,0.57,0.07,2.05596856412066e-18,0.004999999999999994,0.007999999999999997,1.439177994884462e-17,300.0
0.08999999999999998,0.37,0.48999999999999994,0.005999999999999996,0.005000000000000015,0.055,0.98,0.57,0.07,2.05596856412066e-18,0.004999999999999994,0.007999999999999997,1.439177994884462e-17,400.0
0.08999999999999998,0.37,0.48999999999999994,0.005999999999999996,0.005000000000000015,0.055,0.98,0.57,0.07,2.05596856412066e-18,0.004999999999999994,0.007999999999999997,1.439177994884462e-17,450.0
0.09999999999999999,0.28,0.48999999999999994,0.007999999999999997,0.009000000000000013,0.028,0.9,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.008999999999999996,1.439177994884462e-17,27.0
0.09999999999999999,0.28,0.48999999999999994,0.007999999999999997,0.009000000000000013,0.028,0.9,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.008999999999999996,1.439177994884462e-17,100.0
0.09999999999999999,0.28,0.48999999999999994,0.007999999999999997,0.009000000000000013,0.028,0.9,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.008999999999999996,1.439177994884462e-17,200.0
0.09999999999999999,0.28,0.48999999999999994,0.007999999999999997,0.009000000000000013,0.028,0.9,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.008999999999999996,1.439177994884462e-17,300.0
0.09999999999999999,0.28,0.48999999999999994,0.007999999999999997,0.009000000000000013,0.028,0.9,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.008999999999999996,1.439177994884462e-17,400.0
0.09999999999999999,0.28,0.48999999999999994,0.007999999999999997,0.009000000000000013,0.028,0.9,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.008999999999999996,1.439177994884462e-17,450.0
0.11999999999999998,0.43,0.4799999999999999,0.013999999999999997,0.008000000000000014,0.051,0.96,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.007999999999999997,1.439177994884462e-17,27.0
0.11999999999999998,0.43,0.4799999999999999,0.013999999999999997,0.008000000000000014,0.051,0.96,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.007999999999999997,1.439177994884462e-17,100.0
0.11999999999999998,0.43,0.4799999999999999,0.013999999999999997,0.008000000000000014,0.051,0.96,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.007999999999999997,1.439177994884462e-17,200.0
0.11999999999999998,0.43,0.4799999999999999,0.013999999999999997,0.008000000000000014,0.051,0.96,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.007999999999999997,1.439177994884462e-17,300.0
0.11999999999999998,0.43,0.4799999999999999,0.013999999999999997,0.008000000000000014,0.051,0.96,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.007999999999999997,1.439177994884462e-17,400.0
0.11999999999999998,0.43,0.4799999999999999,0.013999999999999997,0.008000000000000014,0.051,0.96,0.56,0.08,2.05596856412066e-18,0.005999999999999994,0.007999999999999997,1.439177994884462e-17,450.0
0.11999999999999998,0.28,0.43999999999999995,0.017999999999999995,0.008000000000000014,0.03,0.99,0.54,0.08,2.05596856412066e-18,0.006999999999999994,0.009999999999999997,1.439177994884462e-17,27.0
0.11999999999999998,0.28,0.43999999999999995,0.017999999999999995,0.008000000000000014,0.03,0.99,0.54,0.08,2.05596856412066e-18,0.006999999999999994,0.009999999999999997,1.439177994884462e-17,100.0
0.11999999999999998,0.28,0.43999999999999995,0.017999999999999995,0.008000000000000014,0.03,0.99,0.54,0.08,2.05596856412066e-18,0.006999999999999994,0.009999999999999997,1.439177994884462e-17,200.0
